,AS1501_3D7,AS1502_3D7,AS1503_3D7,AS1504_3D7,AS1505_3D7,AS1506_3D7,AS1507_3D7,AS1508_3D7,AS1509_3D7,AS1510_3D7,AS1511_3D7,AS1512_3D7,AS1513_3D7,AS1514_3D7,AS1515_3D7,AS1516_3D7
PF3D7_1412900.1,91.03464958,181.1870108,205.5173168,264.1627367,224.8129953,198.6264839,200.5317081,153.6228036,169.9126437,133.809207,97.67569804,92.52062524,109.8285375,131.5556817,116.586057,122.6525132
PF3D7_1412900.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1413000,0.523489677,0.534390885,0.824135099,0.645149066,0.99091273,0.38745467,0.585282841,0.357661584,0.248183608,0.270375847,0.369221818,0.595846662,0.138339821,0.127706605,0.167839881,0.14924781
PF3D7_1413100,0.278536422,0.439429438,0.715335227,0.331566158,0.586675579,0.47790576,0.444256501,0.183815623,0.291544707,0.098813318,0.21686498,0.301516617,0.386773075,0.131266371,0.345036689,0.102272018
PF3D7_1413200,1.734431614,3.862749069,2.166223045,2.785894297,1.250205503,1.673113721,1.977948696,1.410159754,2.316493167,2.842710577,4.33750664,3.097921329,4.675159594,4.315812699,8.224554738,8.658510153
PF3D7_1413300,0.842581851,1.827771722,0,1.103298403,1.897956905,0.883471517,0.615949835,0.917479716,0.727594181,0.411006119,3.247317359,5.957138092,8.327656259,2.402364823,0.861091563,3.232981536
PF3D7_1413400,5.055491103,6.397201028,6.71138314,5.181562144,6.071525404,7.761928332,9.503226031,12.48427756,12.21318803,13.03476548,17.5896357,20.9619596,32.95237359,45.16133871,70.64026144,76.75292631
PF3D7_1413500,4.051293337,2.35561959,2.546082765,3.864714809,3.87071014,4.29169138,6.778103145,9.09570408,10.86791538,11.61269443,13.59269814,14.36037871,23.94201174,30.44187838,45.69971286,61.74055937
PF3D7_1413600,0.804392311,1.764985671,1.814635044,0.77483552,0.749765418,0.814344929,0.405539491,0.845692181,0.287427472,0.378847243,0.190046563,1.073433682,0.647979499,0.977784156,0.680328067,0.985871027
PF3D7_1413700,47.49465236,46.2460874,30.13742729,19.15731358,12.94487905,10.14318452,5.583884607,4.76273243,5.720664295,6.587608777,11.29963012,15.69966477,15.329055,15.15627033,17.42327278,20.72536551
PF3D7_1413800,38.21272719,118.0186208,124.1284065,100.2554598,98.52596542,107.1163955,72.06802402,71.26260482,64.29815377,60.93207819,66.93377639,58.34037611,46.02860678,40.88495543,54.54520983,41.30942855
PF3D7_1413900,36.60268199,74.39317994,97.81366561,110.4049339,105.932825,115.615662,101.1891097,97.99740149,126.2109246,113.7717657,95.2178056,81.15513132,74.83445556,70.49471436,109.757616,95.83220082
PF3D7_1414000,38.33913282,48.24525792,32.16073662,39.91203692,34.47065487,40.55969041,47.01831243,54.4166611,75.70130477,84.12923077,79.88315472,98.54459289,158.2023697,212.9884718,286.238362,350.8843423
PF3D7_1414100,102.4841138,235.0553742,222.7001102,173.0094979,189.1714201,179.3963726,129.7009045,127.2361857,83.33593831,83.38203767,112.6682364,108.3726304,98.68181087,88.28954913,91.70509408,72.55957753
PF3D7_1414200,40.50433451,105.8181271,95.76485761,78.21114723,72.95371534,82.92289647,54.79236109,56.32380991,31.37749904,37.39551258,60.59271337,55.46316882,56.23812117,49.04935237,77.90979178,70.8190611
PF3D7_1414300,1356.931154,1624.797673,2031.8926,2537.932362,2662.465038,2608.790997,3026.328127,3135.666255,3340.011164,3544.089881,3611.179269,3857.211286,3686.69386,3299.166618,2791.259614,2626.796724
PF3D7_1414400,116.5145665,111.1614805,106.0693397,103.8330405,114.3361242,130.9130991,147.2190789,201.1957814,279.880433,340.7314839,381.3592723,443.5287196,624.1907253,711.4723362,775.4510664,897.2302021
PF3D7_1414500,38.68852452,93.52440925,105.9540822,103.9821755,111.2538055,103.9449551,92.31043052,86.72560981,84.53462928,70.44628486,70.90741278,57.59347152,67.41219769,95.97102734,101.0857202,108.4164795
PF3D7_1414600,40.39541164,98.80316488,108.1362269,94.07577719,84.1340825,88.16316583,63.05742105,66.50583292,63.3411932,57.4264691,48.54978378,43.22611092,42.76224607,44.28257154,64.16702273,66.05060641
PF3D7_1414700,31.66115371,117.7843811,101.9055447,58.83169457,64.365112,66.10918493,35.02842228,38.15125762,25.48260716,26.19919183,32.05035802,27.19456743,26.67487413,21.89140161,26.51167251,24.72779375
PF3D7_1414800,174.9181151,257.5393695,273.3426744,314.6858292,271.550117,269.942098,282.1446649,255.7315739,265.7663813,260.7803302,255.0001505,261.6406714,274.762061,304.2970215,285.605315,262.4830585
PF3D7_1414900,1.352333276,2.924741172,2.608494664,2.371675402,2.618866891,3.014763242,2.475932469,3.626082867,3.366571565,5.431792094,7.971760357,9.121383146,11.53770344,11.55782238,13.06506151,11.97702204
PF3D7_1415000,7.33476631,10.73745153,9.634471004,6.874266367,9.962385025,11.13502337,10.72382012,12.8049491,11.50184485,10.44820817,21.73591372,17.95004035,24.21829164,34.33765695,80.44674615,98.68838129
PF3D7_1415100,5.213742517,5.085906256,5.009576241,2.554761193,2.27919988,3.81641757,2.121431286,2.606511748,2.265267838,3.742867902,5.223547157,5.527422013,6.187137322,5.482092316,11.39380038,12.09841634
PF3D7_1415200,57.68862593,113.3312683,105.3797856,105.5583591,98.94253395,108.40742,113.0426698,98.54867175,108.5165465,99.25797764,96.50446915,101.4782151,91.14569045,103.7767567,109.2343472,89.56920088
PF3D7_1415300,48.16177915,38.12093715,31.07330681,43.99483988,38.57922291,32.19312706,44.13517474,45.88755798,74.16724822,93.8042426,100.7629126,123.2743553,184.9549385,223.0535646,211.4107168,206.9234039
PF3D7_1415400,13.14513373,21.6178926,22.35786953,26.59734551,32.85073883,37.48494778,41.34798166,44.67908509,52.85885397,59.80473403,69.87786643,78.73242791,114.5497989,124.079737,139.8978975,144.2967622
PF3D7_1415500,0.645136104,1.243966481,0.865178477,0.850279144,0.993223997,0.981506869,1.36859872,1.726363051,1.136034778,1.46856886,2.210097628,2.315891667,3.56885435,4.669015706,5.291703678,6.039015805
PF3D7_1415600,4.489529092,10.97214992,15.6625963,16.86980384,23.14744778,30.95313734,23.37712975,25.47173841,20.58984809,21.34909047,25.62644263,24.54570296,30.85099764,29.3066273,48.10299676,47.0950025
PF3D7_1415700,6.569712151,11.73856883,11.80477245,13.35222125,20.17768096,26.70304225,24.29132008,31.81877297,29.32217246,36.27828352,33.84653003,23.97464917,18.18726832,15.93724936,11.16413477,11.04416426
PF3D7_1415800,30.97150014,72.41229645,65.17139548,41.91667468,48.87700387,58.16688586,37.60518864,38.88961141,38.46344734,38.12189343,44.96939484,46.66561634,41.57089902,37.75234563,89.22666842,81.97064772
PF3D7_1415900,74.94679583,165.4382085,155.8319247,160.1096135,134.6498056,145.3490947,117.9606787,118.7168821,114.6381552,110.833252,110.7622397,95.65973628,87.68373133,89.80119935,112.2289337,106.6258841
PF3D7_1416000,0.789205625,2.663088211,2.053501031,1.033406197,0.4232677,1.655009992,0.865395583,0.477421572,0.302889885,0.513292709,0.563260175,0.685234032,0.945468173,1.500119211,2.150780737,2.815673607
PF3D7_1416100,57.39437607,121.4104187,104.7126025,66.90246256,69.86741845,71.68269379,43.36142375,38.91952867,34.3078497,31.94214236,31.6907709,28.52988484,33.73415068,34.60495,53.2499757,55.21193061
PF3D7_1416200,4.473145515,7.058676502,4.973955808,3.304090922,4.486414946,4.235899277,4.825795488,5.791263897,6.39746992,6.794574407,8.808045814,9.380028624,13.24248691,20.20261378,27.23744733,32.95255538
PF3D7_1416300,9.423108865,15.4376748,14.99303726,12.41474651,12.03963708,15.45863799,16.42066266,19.99140012,19.73729764,22.42294027,27.99322221,29.86294874,47.36331858,46.93859307,41.93186307,45.89596276
PF3D7_1416400,19.20715466,29.95342129,20.50841017,10.86416403,8.327710224,6.501094118,3.941317339,3.685517437,3.595237396,2.695679234,4.078804596,2.139975744,2.987284871,3.400509094,3.887555573,3.484140518
PF3D7_1416500,278.5631949,207.9177648,141.1804277,94.5533759,65.45965287,63.61276286,34.42453395,26.25433463,32.51002024,27.72720576,23.89179849,32.51962343,50.01897995,48.31159832,83.9299182,76.52726324
PF3D7_1416600,0.830682156,1.597111399,1.413580917,1.119153534,1.093951941,1.178107955,0.982833731,0.962035222,0.729757493,0.679239547,1.044534083,0.900515685,0.944823961,0.945881095,1.478676559,1.660083993
PF3D7_1416700,3.278466975,6.795737719,7.79933367,6.773256739,4.782606765,8.937676141,4.953070292,7.615771476,5.913754205,7.889463314,6.925982638,6.669071493,14.23755996,11.55696762,12.06175625,14.38913468
PF3D7_1416800,4.60798652,5.978844389,6.659282921,6.353364287,7.344791957,8.534334859,9.255672859,11.31694239,12.09854383,16.82659049,20.83895757,26.44133223,28.28543125,31.94708421,51.58129816,49.85068465
PF3D7_1416900,56.37043374,55.67293868,80.60189762,112.3053408,121.7312186,158.1652792,180.7708721,223.8526523,201.3813542,278.8995877,334.5833947,430.6299035,551.3133515,511.0352359,425.0068682,444.168204
PF3D7_1417000,2.314900136,2.579401086,2.144137966,2.219559843,1.367718291,1.830377674,1.775479421,1.157030556,1.572971231,0.962591353,2.535111985,1.186188415,0.920628033,1.141023501,0.87907781,1.042266687
PF3D7_1417100,2.334013228,5.676765459,3.785807949,3.287748709,4.574689661,5.895721422,5.041122284,8.471619274,6.901522903,7.348609398,12.08460317,9.553620041,15.49002087,22.65906675,29.56309611,35.95092856
PF3D7_1417200,97.8112188,191.0565649,157.2251253,118.142339,127.8472366,123.5157261,87.33208958,84.54985336,72.21343738,67.46076116,81.4097446,74.63594317,73.98796425,85.75073953,96.19686227,86.01266754
PF3D7_1417300,2.312606319,3.026789972,2.977467844,1.680446057,1.496674588,1.815239478,1.473352006,2.157096754,1.978409421,2.949379907,4.337453824,3.422950646,5.24692815,4.514116301,7.781206071,11.18770425
PF3D7_1417400,3.861754765,5.260734782,3.482658599,1.849138019,1.887622098,1.819560103,1.185202801,1.490390256,1.308568346,1.832075901,3.237609385,3.60765731,2.697502444,2.652345916,4.246330171,5.751952575
PF3D7_1417500,160.5023702,261.5494368,239.6607614,242.8095183,226.2238061,209.6381429,210.1364962,187.433051,218.6973609,203.5866443,175.765398,170.4300081,181.5435549,183.8012521,169.5520633,159.3936777
PF3D7_1417600,36.87090655,130.6509885,121.2337745,91.49840814,112.6959374,110.5716801,77.51358157,70.66443332,71.07657371,63.10169094,61.66095991,54.37914912,55.74629019,69.66881404,82.57578166,77.79211068
PF3D7_1417700,43.97950396,67.49756134,73.40170312,89.63586187,102.0899799,104.7085111,101.6715472,101.8718857,120.3886113,119.7941109,118.6857169,133.7193706,150.238,206.5544237,245.0028193,294.3810113
PF3D7_1417800,17.59994851,18.01351771,18.18674355,21.91670496,22.38467779,28.37879573,37.84384382,46.00330135,56.50532337,56.66049164,63.18794043,77.32086547,131.0361619,181.4061807,231.24295,286.6114807
PF3D7_1417900,8.31976941,11.59689645,8.346183502,9.362818519,10.70896472,14.08375457,11.8708401,17.90034563,21.58194876,28.06604885,27.98665007,43.26763456,65.92684363,88.12988746,136.4503506,153.8453283
PF3D7_1418000,40.67615987,73.45640171,89.57348693,106.8834948,104.58212,103.5019662,121.3442941,115.9493358,112.1163499,116.3437779,118.3224529,122.0820007,138.8067549,135.4114193,133.4570214,140.516549
PF3D7_1418100,0.359525788,0.642615683,0.606635916,0.373796763,0.488769494,0.618405508,0.377992562,0.27565191,0.218601809,0.260105873,0.242179959,0.204432959,0.243182797,0.201036745,0.264214865,0.221894464
PF3D7_1418200,3.655392519,7.174277629,6.082040266,6.913783108,6.721592459,10.22076031,6.489603205,14.02590248,12.02490981,13.67026039,16.39862858,22.79971163,18.06403281,14.34749291,49.0976878,48.36939788
PF3D7_1418300,4.031477394,9.512417796,8.991293879,7.686849094,9.968726724,13.34880322,12.40891639,16.17309134,18.93338142,20.8038097,23.62403626,28.89772673,24.68871019,27.38887194,81.67799169,86.21366897
PF3D7_1418400,19.98498827,28.02583308,27.01331714,10.57327636,9.354216172,6.349951532,8.854278883,7.034011155,2.789111026,1.772463886,3.112012469,2.70422716,4.897229675,3.13945403,3.300850991,2.446005767
PF3D7_1418500,13.5574252,28.08471088,25.60590061,31.66651846,24.99698103,46.10384978,15.53591118,27.66316992,18.9847053,17.15864199,26.36057621,21.81561407,9.547540207,11.39700959,5.492172238,3.55184703
PF3D7_1418600,19.05367865,31.79401231,28.87473899,34.54529286,32.0715983,54.55622224,16.07163226,28.72713799,26.15670508,20.73335907,33.89216941,26.72412723,14.8151486,13.6764115,3.495018697,3.255859778
PF3D7_1418700,22.35143073,39.74251539,35.41241574,39.02338638,33.48652176,43.79865729,16.60735333,35.11094644,18.56282296,18.94600053,28.87110728,26.17873688,11.85211888,15.19601278,4.493595467,3.55184703
PF3D7_1418800,81.8826882,62.01756131,51.35204842,61.17844265,65.0164332,91.74108193,62.06761831,141.6552345,100.0766174,91.25556643,74.68829926,104.741947,135.2475839,115.4821744,44.31637569,81.13958141
PF3D7_1418900,79.51734111,182.703186,143.6110488,98.94271889,107.6214837,102.5607679,66.7311764,65.54383028,53.48605385,48.84482008,56.0375153,48.4232421,46.25099315,42.16676956,59.18948996,54.43352948
PF3D7_1419000,11.645066,27.6475924,19.74032293,14.99285152,14.50825302,13.97315813,10.48856481,13.21815464,13.42214869,14.58067979,18.92274249,21.89334894,32.19498378,44.34297229,71.4986387,80.35474782
PF3D7_1419100,38.03808271,126.1162488,114.3788438,73.82622794,81.6743366,87.0223684,47.90487777,51.19572035,39.29916322,38.64719722,42.86334257,40.96307245,39.1903703,38.04945974,62.49442261,55.00836924
PF3D7_1419200,3.503861579,9.03958232,10.45158104,7.457936007,9.911014754,13.69775259,9.581594648,12.49793053,7.097291449,13.71549436,28.93430641,39.59761199,50.33263833,45.49965876,69.46523024,65.86744102
PF3D7_1419300,16.04283792,52.74673301,86.03486666,78.28214425,103.9553458,115.4493075,73.57404566,87.89196014,52.5721116,66.95231511,88.89786563,88.88233421,103.303826,86.93325913,166.1013131,160.5502804
PF3D7_1419400,44.89072916,108.1896431,90.13271738,61.95306129,69.61711836,72.83584732,45.3474185,46.90937957,32.79295389,34.21289965,45.67676794,39.48515516,43.51906916,40.9241092,44.44906158,40.49572491
PF3D7_1419500,1.439741865,2.478699859,1.834866824,0.897731012,0.970720546,1.1501799,0.801896955,1.592606299,0.789371045,0.735739726,1.526647626,1.326602003,3.080018664,2.345705275,6.819682709,9.470195914
PF3D7_1419600,39.30644333,115.6522557,101.7579912,73.12110168,73.28825018,72.29005692,44.71795805,50.6907543,42.27322189,40.75125666,42.26924763,37.24778976,39.4049553,45.40469515,80.25373367,88.15830177
PF3D7_1419700,294.9371031,475.1202995,415.5177849,369.7661332,317.4564186,298.2833703,236.0446582,224.9642274,250.855927,241.3053187,246.5690193,242.6381076,242.5184954,249.2948108,256.4178717,245.8897656
PF3D7_1419800.2,0.451713213,0.30741316,0.948182247,0.649473649,0.786643408,0.947268821,0.893521379,1.735999097,0.703651411,0.82952606,1.911583528,2.17524671,3.032044698,4.793550284,2.715508128,2.747396606
PF3D7_1419800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1419900,26.02519177,64.08524919,61.17361312,43.97597248,43.6530088,51.11877212,31.37474318,30.8612636,29.67263667,26.28072108,25.33058666,24.16342593,21.76546522,21.40746036,25.33532751,24.4446901
PF3D7_1420000,256.6769252,461.2994339,477.573168,521.8794809,509.7179897,450.2207285,427.8095456,364.4342934,378.9625533,374.7829206,339.5109356,341.9035247,372.2836975,381.3951163,349.3457348,302.0176622
PF3D7_1420100,1.172786772,1.333643091,1.147600231,0.927531554,1.199920143,0.840821168,0.908632205,0.727656326,0.715551242,1.026806665,1.150371506,1.253269415,1.477049502,2.057749731,3.387356052,3.902813064
PF3D7_1420200,8.048820607,7.55752802,6.22650456,4.134269859,4.15909772,4.74564596,3.25746504,4.217019529,4.230674028,6.22496145,9.810581845,10.07031623,11.55002055,13.11011814,18.40635047,22.16246124
PF3D7_1420300,17.02891289,86.50547981,78.38319613,45.14056206,49.0864809,51.20198542,26.86090148,25.4199413,14.08362993,17.26836103,19.71968297,20.20584254,20.9034666,13.03028841,20.65482997,16.35191182
PF3D7_1420400,76.18383678,228.308198,240.4610154,226.3869151,217.5223122,222.6392894,178.7171526,174.3407327,188.0111538,170.1565331,173.2936382,172.657308,179.5284047,196.7993215,237.6167655,226.7035098
PF3D7_1420500,1.185484745,1.785843229,1.72591457,1.03486953,1.494131385,1.139430555,0.938839426,0.98607633,0.696685337,0.674650655,1.099912648,0.661697045,1.1761118,1.165092201,1.817290945,1.506257417
PF3D7_1420600,11.79533573,20.41304669,19.61582414,15.17671823,16.69367809,18.93262472,20.67814668,30.39504436,27.4512889,35.28566568,52.90421198,65.19267631,81.3693546,74.73832562,105.8049699,112.2603755
PF3D7_1420700,1123.190055,1229.676765,1086.057884,1068.258442,945.1422872,944.5585635,880.5936346,872.318905,1001.819927,963.6063873,840.6668571,768.5134803,757.6805269,856.0805656,839.1852161,769.5809947
PF3D7_1420800,1.126708288,2.44411335,2.345342263,0.885204533,1.450266073,1.063247698,0.411826925,0.572535792,0.389178283,0.329760723,0.868468596,0.754668045,0.50617361,0.467267577,0.383819883,0
PF3D7_1420900,19.22538991,19.32343503,18.44038666,17.589382,14.9575975,16.17141691,14.85960153,13.7756551,16.36642167,18.54803285,20.75689491,23.43222752,30.20556983,36.47600379,44.1135734,49.08756806
PF3D7_1421000,43.03202785,34.12696247,29.50218456,32.50391476,31.6361693,38.01409187,27.45821317,25.36986046,31.21297283,32.0238419,23.35757674,24.18612157,19.44218523,33.01717946,46.39735495,44.52280161
PF3D7_1421100,65.6256364,82.95445448,47.99495262,24.15158917,21.03579713,19.08023714,8.676346006,7.589327825,4.043543736,4.726570364,5.757471235,6.503946663,8.945710347,8.339831949,11.32397206,12.08724764
PF3D7_1421150,14.33944247,38.08879999,41.77092798,34.99825438,33.90118613,42.95806137,20.96503081,22.94315048,18.53167728,16.27335971,21.5543414,30.92619517,15.25043335,17.90120902,12.76033672,8.273737629
PF3D7_1421200,756.8928661,1477.503412,2048.934621,2391.316021,2620.945475,2830.017644,3082.090948,3242.944577,2413.107285,3052.115927,4100.340656,4553.30626,4176.135706,3558.648148,3720.93099,3410.821204
PF3D7_1421300,1.086160085,1.198745073,1.614955439,1.484625236,1.416469312,1.588424454,1.253703205,1.701442226,1.316394584,1.199070948,2.325594372,2.020858055,3.300132485,3.630283126,3.154795638,3.717351538
PF3D7_1421400,26.05152292,73.96783453,86.29306014,89.95699628,97.2967952,115.2746911,97.28064467,109.0880208,101.7398216,105.3420059,116.3828054,121.4937213,111.2524056,101.4706304,104.8505609,83.85144753
PF3D7_1421500,3.824878137,12.16911173,16.30277385,12.68793164,19.03665046,24.06297423,13.42122273,14.99355009,8.073742443,12.81149335,23.80416555,22.01335794,24.74389731,17.84531764,46.73310088,45.10949583
PF3D7_1421600,6.959603081,25.89832458,34.57704594,27.52447652,33.1562582,43.16113041,32.97669531,38.04527201,29.48721467,34.67301617,44.8856689,41.62535938,52.29431046,44.61416249,57.30470072,55.75607657
