# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/DLxJTK_TAKT_runs_avg/Data/AS_3D7_1stage_periodic_jtk05.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/DLxJTK_TAKT_runs_avg/Data/AA_3D7_1stage_periodic_jtk05.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay	min_dist_flag	min_pval_flag
PF3D7_1476000	0.06666666666666667	0.1619047619047619	0.23076923076923078	0.24358974358974358	0.24242424242424243	0.32727272727272727	0.35555555555555557	0.4166666666666667	0.5	0.5238095238095238	0.8	0.8	0.16666666666666666	0.3333333333333333	1.0	0.9333333333333333	0.06666666666666667	0.606	0.0	0.0	0.0
PF3D7_0109100	0.016666666666666666	0.1523809523809524	0.34065934065934067	0.47435897435897434	0.6060606060606061	0.6727272727272727	0.7333333333333333	0.8055555555555556	0.7857142857142857	0.7142857142857143	0.6	0.6	0.8333333333333334	1.0	1.0	0.9833333333333333	0.016666666666666666	0.6159	0.0	0.0	0.0
PF3D7_1018300	0.15	0.1523809523809524	0.17582417582417584	0.21794871794871795	0.3333333333333333	0.4	0.4888888888888889	0.4166666666666667	0.5714285714285714	0.5714285714285714	0.8	0.7	0.6666666666666666	0.0	1.0	1.0	0.0	0.0	39.0	0.0	0.0
PF3D7_1478100	0.06666666666666667	0.08571428571428572	0.15384615384615385	0.19230769230769232	0.22727272727272727	0.2909090909090909	0.35555555555555557	0.4444444444444444	0.5	0.6666666666666666	0.8666666666666667	0.8	0.3333333333333333	0.0	0.0	0.8666666666666667	0.0	0.0	39.0	0.0	0.0
PF3D7_1420000	0.11666666666666667	0.19047619047619047	0.2857142857142857	0.3076923076923077	0.3181818181818182	0.34545454545454546	0.35555555555555557	0.4166666666666667	0.42857142857142855	0.38095238095238093	0.4666666666666667	0.7	1.0	1.0	1.0	0.8833333333333333	0.11666666666666667	0.615	0.0	0.0	0.0
PF3D7_1340900	0.125	0.18095238095238095	0.32967032967032966	0.38461538461538464	0.4696969696969697	0.45454545454545453	0.35555555555555557	0.3888888888888889	0.5	0.6190476190476191	0.8	0.9	0.3333333333333333	0.0	0.0	0.9	0.0	0.0	39.0	0.0	0.0
PF3D7_1460600	0.05	0.21904761904761905	0.3956043956043956	0.48717948717948717	0.5909090909090909	0.6727272727272727	0.6666666666666666	0.7777777777777778	0.7857142857142857	0.7619047619047619	0.6666666666666666	0.8	1.0	1.0	1.0	0.95	0.05	0.6111	0.0	0.0	0.0
PF3D7_0703800	0.25	0.19047619047619047	0.15384615384615385	0.11538461538461539	0.07575757575757576	0.14545454545454545	0.17777777777777778	0.2222222222222222	0.21428571428571427	0.3333333333333333	0.4666666666666667	0.7	0.5	0.0	1.0	1.0	0.0	0.0	39.0	0.0	0.0
PF3D7_1200600	0.03333333333333333	0.0761904761904762	0.02197802197802198	0.07692307692307693	0.09090909090909091	0.07272727272727272	0.1111111111111111	0.1388888888888889	0.17857142857142858	0.23809523809523808	0.3333333333333333	0.5	0.5	0.6666666666666666	1.0	0.978021978021978	0.02197802197802198	0.6119	6.0	0.0	0.0
PF3D7_1334700	0.125	0.17142857142857143	0.2857142857142857	0.32051282051282054	0.3939393939393939	0.4727272727272727	0.5333333333333333	0.7222222222222222	0.7142857142857143	0.7619047619047619	0.5333333333333333	0.7	0.5	0.3333333333333333	0.0	0.7619047619047619	0.0	0.0	42.0	0.0	0.0
PF3D7_0701400	0.10833333333333334	0.13333333333333333	0.13186813186813187	0.14102564102564102	0.19696969696969696	0.23636363636363636	0.28888888888888886	0.3333333333333333	0.39285714285714285	0.38095238095238093	0.6	0.6	0.5	0.6666666666666666	1.0	0.8916666666666666	0.10833333333333334	0.6263	0.0	0.0	0.0
PF3D7_0602100	0.15	0.23809523809523808	0.24175824175824176	0.20512820512820512	0.25757575757575757	0.32727272727272727	0.3333333333333333	0.3333333333333333	0.4642857142857143	0.38095238095238093	0.7333333333333333	0.7	0.3333333333333333	0.6666666666666666	1.0	0.85	0.15	0.6486	0.0	0.0	0.0
PF3D7_0200300	0.11666666666666667	0.1523809523809524	0.17582417582417584	0.20512820512820512	0.25757575757575757	0.23636363636363636	0.35555555555555557	0.4444444444444444	0.4642857142857143	0.6190476190476191	0.6666666666666666	0.8	0.6666666666666666	0.3333333333333333	1.0	0.8833333333333333	0.11666666666666667	0.63	0.0	0.0	0.0
PF3D7_0709000	0.058333333333333334	0.10476190476190476	0.07692307692307693	0.0641025641025641	0.10606060606060606	0.12727272727272726	0.1111111111111111	0.1388888888888889	0.17857142857142858	0.14285714285714285	0.3333333333333333	0.4	0.6666666666666666	0.3333333333333333	1.0	0.9416666666666667	0.058333333333333334	0.6058	0.0	0.0	0.0
PF3D7_1407900	0.075	0.08571428571428572	0.08791208791208792	0.10256410256410256	0.12121212121212122	0.14545454545454545	0.17777777777777778	0.2222222222222222	0.2857142857142857	0.2857142857142857	0.5333333333333333	0.6	0.8333333333333334	0.3333333333333333	1.0	0.925	0.075	0.6175	0.0	0.0	0.0
PF3D7_0926100	0.18333333333333332	0.14285714285714285	0.17582417582417584	0.2564102564102564	0.3181818181818182	0.38181818181818183	0.4666666666666667	0.5833333333333334	0.6071428571428571	0.5238095238095238	0.6666666666666666	0.7	0.3333333333333333	0.0	1.0	1.0	0.0	0.0	39.0	0.0	0.0
PF3D7_0614400	0.041666666666666664	0.12380952380952381	0.2087912087912088	0.3076923076923077	0.4090909090909091	0.5272727272727272	0.6	0.7222222222222222	0.8571428571428571	0.9047619047619048	0.9333333333333333	0.9	0.8333333333333334	0.6666666666666666	1.0	0.9583333333333334	0.041666666666666664	0.6097	0.0	0.0	0.0
PF3D7_1253300	0.05	0.05714285714285714	0.03296703296703297	0.038461538461538464	0.045454545454545456	0.05454545454545454	0.06666666666666667	0.08333333333333333	0.10714285714285714	0.14285714285714285	0.2	0.3	0.5	0.6666666666666666	1.0	0.967032967032967	0.03296703296703297	0.6017	6.0	0.0	0.0
PF3D7_1401050	0.075	0.1619047619047619	0.17582417582417584	0.14102564102564102	0.13636363636363635	0.14545454545454545	0.17777777777777778	0.2222222222222222	0.2857142857142857	0.38095238095238093	0.2	0.0	0.3333333333333333	0.6666666666666666	1.0	1.0	0.0	0.0	33.0	0.0	0.0
